year,happy,satisfied_life,satisfied_somerville,age,children_home,ward,precinct,student,convenient_transport,direction_somerville,housing,primary_transport,lived_here
2017,8,9,10,5599964,No,NA,NA,No,NA,NA,Own,Multiple Modes,21
2017,8,9,9,4599954,No,NA,NA,No,NA,NA,Own,Multiple Modes,21
2017,8,8,10,6599974,No,NA,NA,No,NA,NA,Own,Multiple Modes,21
2017,10,10,10,6599974,No,NA,NA,No,NA,NA,Own,Multiple Modes,21
2017,3,3,10,2599934,No,NA,NA,No,NA,NA,Rent,Multiple Modes,0
2017,5,5,8,2599934,No,NA,NA,Yes,NA,NA,Rent,Multiple Modes,0
2017,8,8,2,2599934,No,NA,NA,No,NA,NA,Rent,Multiple Modes,0
2017,9,8,6,3599944,Yes,NA,NA,Yes,NA,NA,Rent,Multiple Modes,0
2017,10,10,9,NA,No,NA,NA,No,NA,NA,Own,Multiple Modes,21
2017,9,8,10,5599964,No,NA,NA,No,NA,NA,Own,Multiple Modes,21
2017,6,6,6,5599964,Yes,NA,NA,No,NA,NA,Rent,Multiple Modes,0
2017,7,8,9,5599964,No,NA,NA,No,NA,NA,Own,Multiple Modes,21
2017,5,5,8,6599974,No,NA,NA,No,NA,NA,Own,Multiple Modes,21
2017,8,9,10,6599974,No,NA,NA,999,NA,NA,Own,Multiple Modes,21
2017,10,10,10,4599954,No,NA,NA,No,NA,NA,Own,Multiple Modes,21
2019,10,10,10,70,No,4,1,No,5,Right direction,Own,Car,51
2019,7,7,9,64,No,6,2,No,8,Not sure,Own,Multiple Modes,10
2019,9,9,1,70,Yes,7,1,No,1,Wrong track,Own,Car,20
2019,10,9,9,58,No,3,2,No,7,Right direction,Own,Walk,3
2019,8,8,7,58,No,4,3,No,9,Not sure,Own,Car,2
2019,10,10,10,65,No,6,2,No,10,Right direction,Rent,Public transit,65
2019,9,10,9,75,No,7,3,No,9,Right direction,Own,Multiple Modes,25
2019,9,9,7,49,No,6,2,No,9,Right direction,Own,Walk,19
2019,9,8,10,26,No,3,3,No,7,Right direction,Rent,Multiple Modes,4
2019,7,8,6,74,No,3,1,No,7,Wrong track,Rent,Public transit,74
2019,8,8,7,32,No,1,2,No,8,Not sure,Rent,Car,6
2019,7,7,8,61,No,7,1,No,9,Right direction,Own,Public transit,3
2019,10,10,10,55,Yes,4,2,No,10,Right direction,Own,Car,33
2019,8,9,7,36,No,5,3,No,5,Not sure,Own,Bike,7
2019,8,9,9,31,No,6,1,No,9,Right direction,Rent,Multiple Modes,2
2019,2,5,4,78,No,6,1,No,4,Not sure,Own,Car,40
2019,7,10,5,35,No,2,1,No,10,Wrong track,Rent,Bike,10
2019,9,9,9,30,No,7,3,No,7,Right direction,Own,Car,3
2019,8,8,8,27,No,2,3,No,9,Right direction,Rent,Bike,6
2019,6,10,10,63,No,2,1,999,6,Right direction,Own,Multiple Modes,35
2019,8,8,7,34,No,5,2,No,8,Not sure,Rent,Public transit,4
2019,7,6,9,27,No,4,3,No,7,Right direction,Rent,Multiple Modes,2
2019,7,8,8,34,Yes,1,2,No,2,Right direction,Own,Multiple Modes,2
2019,8,8,8,55,Yes,6,1,No,10,Not sure,Own,Bike,23
2019,7,9,8,67,No,3,2,No,9,Right direction,Own,Walk,45
2019,10,8,9,30,No,4,2,No,7,Right direction,Rent,Bike,8
2019,10,10,10,67,No,1,2,No,10,Right direction,Own,Car,67
2019,7,7,8,24,No,7,2,No,8,Right direction,Rent,Car,2
2019,9,8,9,38,No,7,2,No,8,Right direction,Rent,Multiple Modes,1
2019,6,7,7,31,No,5,3,No,5,Right direction,Rent,Multiple Modes,3
2019,9,9,9,70,No,3,1,No,4,Right direction,Own,Car,33
2019,9,10,9,50,No,2,1,No,5,Right direction,Own,Car,10
2019,10,10,6,24,No,2,3,Yes,7,Wrong track,Rent,Car,2
2019,8,8,9,30,No,6,2,No,9,Right direction,Rent,Multiple Modes,5
2019,10,999,9,85,No,5,2,No,1,Not sure,Rent,Public transit,46
2019,7,8,10,31,No,1,1,No,8,Right direction,Own,Public transit,3
2019,9,9,9,62,No,4,1,No,9,Right direction,Own,Car,2
2019,7,8,7,31,No,6,1,No,7,Wrong track,Rent,Public transit,10
2019,7,8,4,35,Yes,5,3,No,8,Wrong track,Rent,Public transit,5
2019,5,6,4,58,No,5,2,No,4,Wrong track,Own,Car,58
2019,10,10,5,68,No,7,2,No,10,Wrong track,Rent,Public transit,40
2019,7,4,7,65,No,7,2,No,4,Wrong track,Rent,Public transit,30
2019,7,4,7,65,No,7,2,No,4,Wrong track,Rent,Public transit,30
2019,9,9,8,65,No,3,3,No,10,Not sure,Own,Multiple Modes,65
2019,10,10,7,73,No,4,2,No,10,Right direction,Own,Car,40
2019,8,8,8,62,No,3,3,No,4,999,Own,Multiple Modes,23
2019,8,9,9,58,No,2,3,No,7,Right direction,Own,Public transit,9
2019,1,6,2,66,No,6,3,No,3,Wrong track,Own,Car,66
2019,6,6,7,33,No,7,1,No,4,Wrong track,Rent,Multiple Modes,9
2019,7,8,7,36,Yes,7,3,No,3,Right direction,Own,Car,6
2019,10,10,10,58,No,1,2,No,6,Not sure,Own,Multiple Modes,1.5
2019,10,6,9,38,Yes,6,2,No,4,Not sure,Own,Car,13
2019,7,9,9,31,No,1,2,No,5,Right direction,Rent,Multiple Modes,1
2019,8,9,8,31,No,6,1,No,9,Not sure,Rent,Walk,1
2019,9,9,9,61,No,3,3,No,9,Right direction,Own,Car,5
2019,7,8,7,29,No,5,1,No,6,Right direction,Rent,Car,6
2019,8,8,7,37,No,4,1,No,6,Right direction,Own,Car,15
2019,7,6,7,36,No,4,1,No,4,Right direction,Own,Car,9
2019,8,9,9,31,No,5,2,No,8,Not sure,Rent,Walk,9
2019,5,1,7,84,No,6,2,No,10,Wrong track,Own,Walk,78
2019,8,8,9,42,Yes,3,2,No,9,Not sure,Own,Car,19
2019,8,8,9,35,Yes,3,3,No,7,Right direction,Own,Bike,13
2019,7,8,9,77,No,6,1,No,9,Right direction,Own,Walk,35
2019,9,10,7,35,No,2,2,No,10,Not sure,Rent,Walk,9
2019,8,9,10,26,No,4,2,No,8,Right direction,Rent,Multiple Modes,2.5
2019,6,6,9,34,No,7,1,No,7,Not sure,Rent,Multiple Modes,2.5
2019,9,9,9,35,No,3,1,No,9,999,Own,Car,6
2019,6,8,6,58,No,4,2,No,6,Not sure,Own,Car,14
2019,1,1,1,74,No,4,3,No,1,Wrong track,Own,Car,65
2019,10,7,10,35,No,7,2,No,10,Right direction,Rent,Public transit,9
2019,8,9,8,30,No,3,1,No,10,Not sure,Rent,Multiple Modes,2
2019,4,3,7,21,No,5,3,Yes,7,Wrong track,Rent,Multiple Modes,3
2019,3,10,3,64,No,6,3,No,1,Wrong track,Own,Car,39
2019,5,6,6,61,No,5,1,No,9,Right direction,Rent,Multiple Modes,11
2019,8,9,6,49,No,6,1,No,8,Not sure,Own,Walk,13
2019,8,10,8,50,Yes,2,3,999,10,Right direction,Rent,Multiple Modes,2
2019,8,8,8,30,No,2,3,No,6,Right direction,Own,Bike,12
2019,6,7,7,42,Yes,7,1,No,8,Right direction,Own,Car,5
2019,3,4,6,71,No,7,3,No,1,Not sure,Rent,Public transit,30
2019,9,9,7,69,No,7,3,No,8,Not sure,Own,Car,50
2019,9,10,1,37,Yes,4,1,No,8,Wrong track,Rent,Multiple Modes,37
2019,8,8,5,23,No,4,2,Yes,2,Not sure,Own,Car,23
2019,8,8,5,37,Yes,3,2,No,3,Right direction,Own,Bike,14
2019,7,7,5,30,No,2,3,No,3,Right direction,Rent,Car,2
2019,4,3,7,61,No,4,3,No,3,Right direction,Rent,Public transit,13
2019,9,9,8,31,Yes,3,3,No,9,Right direction,Own,Car,1
2019,9,9,9,71,No,1,2,No,9,Right direction,Rent,Multiple Modes,2
2019,9,9,10,80,No,7,3,No,3,Not sure,Rent,Car,40
2019,8,7,8,31,No,2,3,No,6,Right direction,Rent,Public transit,2
2019,9,9,7,62,No,5,1,999,9,Right direction,Own,Public transit,22
2019,10,10,10,51,No,4,2,No,9,Wrong track,Own,Car,51
2019,10,10,3,60,No,5,3,No,2,Wrong track,Own,Car,60
2019,4,5,6,29,No,3,2,No,6,Not sure,Rent,Walk,2
2019,6,8,6,24,No,5,1,No,7,Not sure,Rent,Car,2
2019,10,10,10,45,Yes,7,2,No,10,Right direction,Rent,Multiple Modes,25
2019,7,7,7,78,No,6,1,No,4,999,Rent,Public transit,2.5
2019,8,9,9,40,No,1,2,No,10,Not sure,Rent,Bike,10
2019,7,7,8,27,No,7,1,Yes,8,Right direction,Rent,Public transit,5
2019,8,9,9,33,Yes,2,3,No,10,Right direction,Own,Car,6
2019,6,5,6,24,No,2,3,No,9,Wrong track,Rent,Car,2
2019,5,5,6,27,No,2,3,No,9,Wrong track,Rent,Multiple Modes,4
2019,9,9,9,34,No,7,1,No,8,Right direction,Rent,Public transit,4
2019,9,9,8,37,No,5,2,No,8,Right direction,Own,Car,2
2019,8,8,4,35,No,2,1,No,5,Wrong track,Rent,Walk,8
2019,7,7,7,44,Yes,3,1,No,1,Right direction,Own,Multiple Modes,20
2019,6,8,8,54,No,2,3,No,8,Not sure,Rent,Multiple Modes,1
2019,8,9,8,48,Yes,6,1,No,8,Right direction,Own,Public transit,20
2019,6,5,6,31,No,3,3,No,3,Wrong track,Rent,Public transit,5
2019,7,7,9,23,No,3,3,Yes,7,999,Rent,Multiple Modes,5
2019,6,7,9,21,No,7,3,999,9,Not sure,Rent,Multiple Modes,4
2019,10,10,10,42,No,5,1,No,8,Right direction,Own,Multiple Modes,19
2019,7,6,8,34,No,3,1,No,6,Right direction,Rent,Walk,9
2019,9,9,9,31,Yes,4,3,No,8,Right direction,Own,Bike,3
2019,8,9,7,77,No,7,1,No,8,Not sure,Own,Car,56
2019,5,9,6,65,No,2,2,No,3,Not sure,Own,Car,65
2019,8,8,9,54,No,5,3,No,9,Right direction,Rent,Car,4
2019,9,8,9,46,Yes,5,2,No,5,Right direction,Own,Car,14
2019,9,9,8,40,No,4,1,No,4,Right direction,Own,Car,3
2019,8,9,9,38,No,6,2,No,10,Right direction,Own,Walk,9
2019,9,10,7,46,No,7,1,No,8,Right direction,Own,Car,3
2019,9,9,9,70,No,6,2,No,7,Right direction,Own,Car,40
2019,8,10,9,39,No,5,3,No,7,Right direction,Rent,Multiple Modes,11
2019,8,9,9,33,No,6,2,No,8,Right direction,Rent,Public transit,1
2019,7,7,9,51,No,5,1,No,6,Right direction,Rent,Multiple Modes,2
2019,3,7,7,53,Yes,6,3,No,2,Not sure,Own,Walk,30
2019,10,10,8,33,No,7,3,No,10,Right direction,Rent,Car,33
2019,10,10,8,57,No,3,3,No,3,Not sure,Rent,Car,21
2019,8,9,10,33,No,5,3,No,8,Right direction,Rent,Public transit,8
2019,8,8,8,60,No,3,1,999,8,Not sure,Own,Public transit,60
2019,9,8,8,74,No,5,1,No,6,Not sure,Own,Car,25
2019,8,8,8,44,Yes,6,2,No,7,Right direction,Own,Car,6
2019,8,7,8,39,Yes,1,3,No,7,Not sure,Own,Multiple Modes,8
2019,8,8,5,62,No,6,2,No,8,Not sure,Own,Walk,31
2019,6,4,7,35,No,6,3,No,8,Not sure,Rent,Bike,11
2019,6,6,10,82,No,1,1,No,8,Right direction,Own,Car,52
2019,10,10,10,66,Yes,4,1,999,9,Right direction,Own,Multiple Modes,22
2019,8,9,8,35,No,5,2,No,8,Right direction,Own,Public transit,7
2019,9,7,9,53,Yes,6,1,No,10,Right direction,Own,Car,3
2019,6,6,9,32,No,7,3,No,9,Right direction,Rent,Walk,10
2019,10,10,6,57,No,7,1,999,4,Wrong track,Own,Multiple Modes,6
2019,9,9,9,75,No,7,2,No,9,Right direction,Rent,Public transit,16
2019,7,9,4,36,No,7,3,No,9,Wrong track,Rent,Bike,13
2019,9,8,8,47,Yes,6,2,No,5,Right direction,Own,Bike,12
2019,8,8,7,34,Yes,3,2,Yes,8,Right direction,Rent,Bike,6
2019,9,7,9,52,No,7,1,No,9,Right direction,Own,Car,37
2019,5,8,1,68,Yes,4,1,No,8,Wrong track,Rent,Multiple Modes,37
2019,10,10,10,72,No,5,3,No,9,Not sure,Own,Car,44
2019,9,9,9,45,No,5,1,No,8,Right direction,Own,Bike,5
2019,6,5,8,73,Yes,1,3,No,9,Right direction,Own,Car,40
2019,6,4,9,28,No,3,1,No,2,Wrong track,Rent,Multiple Modes,1.5
2019,9,9,5,54,No,4,3,No,1,Not sure,Own,Multiple Modes,54
2019,7,7,8,31,No,7,1,No,9,Right direction,Rent,Public transit,6
2019,10,10,10,27,No,2,1,No,10,Right direction,Rent,Car,2
2019,8,9,6,51,No,4,2,No,5,Not sure,Own,Car,20
2019,9,9,9,67,No,0,1,999,9,Right direction,Own,Car,38
2019,8,8,8,30,No,2,3,No,9,Right direction,Rent,Walk,5
2019,8,8,8,30,No,3,2,Yes,5,Right direction,Rent,Car,6
2019,6,6,4,30,No,3,2,No,3,Not sure,Rent,Public transit,3
2019,8,9,8,80,No,1,3,No,2,Not sure,Own,Car,80
2019,8,8,6,31,Yes,5,3,No,8,Right direction,Own,Car,2
2019,10,10,9,67,No,5,2,No,9,Not sure,Own,Car,35
2019,8,9,9,31,No,7,3,No,10,Not sure,Rent,Public transit,4.5
2019,9,9,7,58,No,2,3,No,2,Not sure,Own,Car,58
2019,8,8,10,23,No,3,2,No,6,Right direction,Rent,Public transit,1
2019,7,7,7,40,No,2,1,No,4,Not sure,Own,Public transit,5
2019,7,7,9,33,No,6,1,No,10,Right direction,Rent,Public transit,11
2019,6,9,7,37,No,5,3,No,4,Not sure,Own,Public transit,4
2019,5,9,7,36,No,5,3,No,4,Right direction,Own,Car,4
2019,7,8,4,30,No,7,2,No,5,Not sure,Rent,Public transit,1
2019,9,9,7,42,Yes,2,2,No,3,Not sure,Own,Car,40
2019,9,9,9,38,Yes,7,2,No,9,Right direction,Rent,Multiple Modes,1
2019,7,7,8,30,No,1,3,No,6,Right direction,Rent,Car,7
2019,10,10,10,59,No,1,3,Yes,10,Right direction,Rent,Car,26
2019,4,7,6,29,No,7,1,999,3,Right direction,Rent,Multiple Modes,7
2019,7,7,6,38,Yes,4,2,No,3,Not sure,Own,Public transit,1
2019,10,10,9,75,No,6,3,No,10,Wrong track,Own,Car,65
2019,7,7,8,27,No,3,3,No,8,Right direction,Rent,Walk,1.5
2019,10,10,10,36,No,5,3,No,10,Right direction,Rent,Public transit,7
2019,10,10,9,52,No,2,1,No,10,Not sure,Own,Bike,30
2019,10,9,10,60,Yes,5,2,No,10,Right direction,Own,Car,60
2019,9,9,9,78,No,7,3,No,5,Right direction,Rent,Car,9
2019,4,4,3,69,No,2,2,No,2,Wrong track,Own,Car,28
2019,10,9,9,69,No,5,1,No,10,Right direction,Own,Walk,13
2019,5,7,6,33,No,1,3,No,3,Not sure,Rent,Car,8
2019,6,7,6,23,No,1,3,No,5,Right direction,Rent,Car,1
2019,7,10,7,27,No,1,3,No,8,Right direction,Rent,Public transit,2
2019,6,6,8,51,No,5,1,No,5,Right direction,Rent,Walk,25
2019,1,5,10,70,No,7,1,No,8,Not sure,Own,Car,70
2019,6,4,7,35,No,5,1,No,7,Right direction,Rent,Bike,2
2019,9,9,9,72,No,1,2,No,9,Right direction,Own,Car,23
2019,6,7,8,69,No,5,1,No,5,Right direction,Own,Car,21
2019,9,9,6,32,Yes,5,2,No,3,Right direction,Own,Car,2
2019,9,9,9,71,No,7,3,No,8,Right direction,Own,Car,22
2019,9,9,9,30,No,5,2,No,9,Right direction,Rent,Walk,2
2019,8,9,8,38,No,2,3,Yes,10,Right direction,Rent,Public transit,1
2019,7,6,7,53,No,2,3,Yes,10,Right direction,Rent,Public transit,9
2019,10,8,5,32,No,2,3,Yes,10,Right direction,Rent,Public transit,2
2019,4,8,2,50,No,5,2,No,6,Wrong track,Rent,Car,20
2019,7,8,8,26,No,7,2,No,7,Not sure,Rent,Public transit,1
2019,7,7,8,35,No,6,1,No,999,Right direction,Rent,Multiple Modes,2
2019,7,7,9,75,No,5,3,No,10,Not sure,Own,Car,24
2019,8,8,8,76,No,7,3,No,6,Not sure,Own,Car,30
2019,8,8,8,40,Yes,4,3,No,7,Right direction,Own,Car,10
2019,7,9,10,55,No,4,1,No,8,Right direction,Own,Car,12
2019,6,8,6,60,No,1,2,No,2,Wrong track,Rent,Public transit,2
2019,10,9,9,34,No,7,1,No,8,Not sure,Rent,Public transit,3
2019,8,6,9,29,No,4,3,No,2,Not sure,Rent,Car,4
2019,6,7,9,61,Yes,3,3,No,7,Right direction,Own,Walk,18
2019,4,5,10,33,Yes,3,2,No,8,Right direction,Rent,Bike,9
2019,7,7,7,48,Yes,5,2,No,8,Right direction,Own,Multiple Modes,14
2019,6,6,6,34,No,4,3,No,7,Right direction,Rent,Bike,9
2019,9,9,9,28,No,7,1,No,8,Right direction,Rent,Car,1
2019,5,7,8,51,Yes,6,3,No,7,Not sure,Own,Car,20
2019,8,9,9,25,No,6,2,No,7,Not sure,Rent,Public transit,2
2019,10,9,8,34,No,2,2,No,10,Right direction,Own,Public transit,2
2019,3,3,5,78,No,4,1,No,5,Wrong track,Own,Car,70
2019,6,2,1,42,Yes,7,2,No,5,Wrong track,Rent,Public transit,42
2019,7,7,6,31,No,5,1,No,4,Wrong track,Rent,Car,3
2019,3,5,5,69,No,7,1,No,7,Not sure,Own,Car,26
2019,8,8,8,60,No,7,1,No,10,Right direction,Own,Car,30
2019,7,8,8,42,No,5,1,No,7,Right direction,Rent,Public transit,15
2019,9,9,8,37,No,3,3,No,8,Right direction,Rent,Public transit,3
2019,6,7,9,50,No,7,2,No,9,Wrong track,Rent,Public transit,25
2019,9,9,8,63,No,7,2,No,9,Right direction,Own,Walk,2
2019,7,10,5,51,No,7,1,No,3,Wrong track,Own,Car,51
2019,7,7,8,36,No,3,1,No,9,Right direction,Rent,Public transit,7
2019,9,9,9,46,No,3,2,No,9,Not sure,Own,Car,25
2019,9,9,8,65,No,5,1,No,9,Not sure,Own,Multiple Modes,33
2019,7,8,8,37,No,6,1,No,9,Right direction,Own,Public transit,2
2019,9,9,9,43,Yes,2,3,No,8,Right direction,Own,Car,12
2019,9,9,9,64,No,6,2,No,7,Right direction,Own,Car,50
2019,6,6,7,74,No,4,3,No,8,Not sure,Rent,Car,30
2019,8,8,10,24,No,5,1,999,9,Right direction,Rent,Walk,2
2019,6,9,10,46,No,5,2,No,8,Right direction,Own,Public transit,6
2019,8,7,7,86,No,1,3,No,3,Not sure,Own,Car,50
2019,6,7,9,41,No,7,3,No,9,Not sure,Own,Car,15
2019,9,9,9,31,No,4,2,No,9,Right direction,Own,Public transit,4
2019,9,9,7,34,No,5,2,No,5,Wrong track,Rent,Car,5
2019,8,8,7,29,No,6,3,Yes,8,Not sure,Rent,Car,4
2019,9,10,10,42,No,2,3,No,7,Right direction,Own,Car,7
2019,7,8,9,40,No,7,3,No,7,Right direction,Rent,Walk,7
2019,10,10,8,25,No,5,2,Yes,7,Not sure,Rent,Public transit,2
2019,10,10,9,43,Yes,6,3,No,8,Not sure,Own,Car,30
2019,8,8,8,39,No,7,1,No,7,Right direction,Own,Public transit,15
2019,7,7,8,36,No,7,1,No,7,Not sure,Own,Public transit,10
2019,5,7,10,30,No,7,3,999,8,Right direction,Rent,Car,6
2019,10,10,10,65,No,7,1,No,9,Wrong track,Own,Multiple Modes,4
2019,10,10,7,27,No,6,2,Yes,6,Right direction,Rent,Public transit,2
2019,8,8,8,73,No,7,2,No,7,Not sure,Rent,Multiple Modes,73
2019,5,8,6,68,No,3,3,No,8,Not sure,Own,Walk,9.75
2019,7,8,8,35,No,3,1,No,9,Not sure,Rent,Walk,12
2019,9,9,4,83,No,3,3,No,9,Not sure,Own,Walk,55
2019,5,8,5,62,No,3,3,No,10,Not sure,Own,Car,26
2019,7,5,7,46,Yes,4,2,No,5,Right direction,Own,Car,20
2019,10,9,9,39,Yes,2,1,No,10,Right direction,Rent,Multiple Modes,4
2019,9,9,8,57,Yes,3,2,No,9,Not sure,Rent,Car,29
2019,8,8,9,28,Yes,3,3,No,8,Right direction,Own,Public transit,2
2019,2,6,8,45,Yes,5,3,No,8,Not sure,Own,Walk,2.5
2019,10,10,8,40,No,3,2,999,7,Right direction,Rent,Car,2
2019,10,9,10,83,No,7,3,No,10,Right direction,Rent,Public transit,16
2019,6,6,1,30,No,4,3,No,1,Wrong track,Rent,Car,30
2019,5,7,5,80,No,2,1,No,3,Not sure,Own,Car,30
2019,9,9,7,26,No,3,3,No,8,Right direction,Rent,Multiple Modes,3
2019,7,7,8,66,No,4,2,999,7,Right direction,Own,Car,17
2019,7,6,9,27,No,6,2,No,8,Not sure,Own,Car,10
2019,8,8,8,29,No,7,3,No,8,Not sure,Rent,Walk,5
2019,7,7,9,67,No,2,3,No,8,Not sure,Own,Public transit,7
2019,8,7,9,30,No,4,3,No,8,Right direction,Own,Car,5
2019,8,8,9,47,No,2,1,No,3,Right direction,Own,Walk,10
2019,7,7,8,38,Yes,7,2,No,8,Right direction,Own,Car,7
2019,9,9,9,37,Yes,2,2,No,9,Right direction,Own,Walk,6
2019,1,999,1,77,No,2,2,No,1,Wrong track,Own,Car,77
2019,8,9,9,23,No,6,3,No,10,Right direction,Rent,Multiple Modes,1
2019,6,8,9,64,No,1,3,No,9,Not sure,Rent,Walk,29
2019,8,9,9,36,Yes,5,2,No,9,Right direction,Rent,Walk,5
2019,10,9,9,30,No,4,3,No,8,Not sure,Rent,Walk,5
2019,8,8,8,55,No,6,3,No,8,Right direction,Own,Walk,34
2019,6,8,5,41,Yes,3,3,No,4,Not sure,Own,Car,12
2019,3,3,1,36,No,2,1,No,3,Wrong track,Rent,Walk,7
2019,10,10,10,40,No,3,1,No,8,Right direction,Own,Multiple Modes,1
2019,10,10,10,41,No,3,1,No,8,Right direction,Own,Public transit,1
2019,9,9,9,45,Yes,3,1,No,6,Right direction,Rent,Walk,3
2019,7,7,9,71,No,6,2,No,8,Right direction,Own,Car,40
2019,7,7,8,72,No,3,2,No,7,Not sure,Rent,Car,30
2019,8,7,7,30,No,6,3,No,7,Not sure,Rent,Public transit,5
2019,8,9,9,37,No,2,1,No,8,Not sure,Own,Bike,6
2019,8,7,8,23,No,6,1,No,5,Right direction,Rent,Car,1
2019,3,1,4,63,No,7,3,No,7,Wrong track,Rent,Public transit,8
2019,8,8,9,36,No,4,3,No,3,Right direction,Own,Car,2
2019,10,7,10,31,No,1,1,No,2,Right direction,Own,Car,5
2019,10,7,10,33,No,1,1,No,2,Right direction,Own,Public transit,1
2019,7,8,7,48,No,7,1,No,9,Right direction,Rent,Public transit,10
2019,8,8,9,53,No,2,3,No,7,Not sure,Own,Car,12
2019,7,8,8,35,No,6,1,No,7,Right direction,Rent,Bike,8
2019,10,10,9,43,Yes,1,1,No,10,Right direction,Rent,Car,8
2019,9,9,9,60,Yes,4,2,No,8,Not sure,Own,Car,30
2019,7,7,9,38,No,3,1,No,6,Right direction,Own,Walk,6
